file,error
C:/Users/felipe/Desktop/dataset_ranas-20260420T011328Z-3-001/dataset_ranas/Hyloscirtus_torrenticola/Hyloscirtus_torrenticola__IAvH-CSA-34397__2018-05-08__431cbb6e66.wav,"LibsndfileError(1, ""Error opening 'C:\\\\Users\\\\felipe\\\\Desktop\\\\dataset_ranas-20260420T011328Z-3-001\\\\dataset_ranas\\\\Hyloscirtus_torrenticola\\\\Hyloscirtus_torrenticola__IAvH-CSA-34397__2018-05-08__431cbb6e66.wav': "")"
