threshold_dbfs,file,sample_rate,channels,audio_duration_sec,event_index,event_start_sec,event_end_sec,event_duration_sec,active_start_sec,active_end_sec,rms_max_dbfs,rms_mean_dbfs
-30.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,2,63.744,123.744,60.0,66.744,123.744,-16.12,-22.67
-30.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,3,123.744,183.744,60.0,123.744,183.744,-16.12,-22.67
-30.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,4,183.744,191.608,7.864,183.744,186.608,-16.12,-22.67
-30.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,5,193.482,222.359,28.877,196.482,218.98,-17.39,-26.4
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18218__2018-07-13__8fea905c13.wav,48000,1,292.449,1,0.0,8.25,8.25,0.0,3.25,-22.91,-26.79
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18218__2018-07-13__8fea905c13.wav,48000,1,292.449,2,108.0,132.875,24.875,111.0,127.875,-23.07,-25.97
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18218__2018-07-13__8fea905c13.wav,48000,1,292.449,3,225.625,234.125,8.5,228.625,229.125,-25.65,-27.68
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18218__2018-07-13__8fea905c13.wav,48000,1,292.449,4,283.625,292.125,8.5,286.625,287.125,-25.96,-27.95
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18222__2018-07-13__df646a755f.wav,48000,1,100.388,1,0.0,6.75,6.75,0.0,1.75,-22.91,-26.52
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18222__2018-07-13__df646a755f.wav,48000,1,100.388,2,7.75,32.75,25.0,10.75,27.75,-18.45,-21.2
-30.0,Allobates_niputidea/Allobates_niputidea__IAvH-CSA-18222__2018-07-13__df646a755f.wav,48000,1,100.388,3,76.25,94.375,18.125,79.25,89.375,-17.66,-22.0
-30.0,Amphibia/Amphibia__IAvH-CSA-14879____b36b160462.wav,44100,2,141.464,1,0.0,7.625,7.625,0.0,2.625,-23.44,-27.63
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-03597__2017-08-06__8d863f05ee.wav,44100,1,66.337,1,19.498,28.123,8.625,22.498,23.123,-25.5,-26.98
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-03597__2017-08-06__8d863f05ee.wav,44100,1,66.337,2,59.494,66.337,6.843,62.494,66.244,-19.85,-25.07
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18534__2017-08-06__6ae3645d76.wav,44100,1,103.164,1,0.0,12.499,12.499,1.875,7.499,-20.46,-25.71
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18534__2017-08-06__6ae3645d76.wav,44100,1,103.164,2,95.866,103.164,7.298,98.866,99.491,-28.82,-29.21
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18535__2017-08-06__44c5549d78.wav,44100,1,103.775,1,0.0,10.999,10.999,1.875,5.999,-20.93,-23.87
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,1,0.0,10.874,10.874,1.875,5.874,-20.93,-24.36
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,2,85.367,95.242,9.875,88.367,90.242,-26.42,-27.62
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,3,106.865,116.99,10.125,109.865,111.99,-26.42,-27.63
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,4,125.988,136.113,10.125,128.988,131.113,-26.84,-27.89
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,5,155.361,164.736,9.375,158.361,159.736,-28.8,-29.23
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,6,166.61,176.484,9.875,169.61,171.484,-27.4,-28.3
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,7,184.483,194.858,10.375,187.483,189.858,-23.68,-24.78
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18536__2017-09-13__debbd04657.wav,44100,1,210.833,8,203.731,210.833,7.102,206.731,208.981,-23.65,-25.42
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18537__2017-09-13__161164b5c4.wav,44100,1,198.214,1,0.0,10.999,10.999,1.875,5.999,-20.93,-24.96
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18537__2017-09-13__161164b5c4.wav,44100,1,198.214,2,57.994,66.994,9.0,60.994,61.994,-27.76,-28.95
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18537__2017-09-13__161164b5c4.wav,44100,1,198.214,3,127.738,136.988,9.25,130.738,131.988,-28.71,-29.2
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18538__2017-09-13__ea817d6aa3.wav,44100,1,107.874,1,0.0,16.999,16.999,1.875,11.999,-20.93,-26.39
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18538__2017-09-13__ea817d6aa3.wav,44100,1,107.874,2,52.995,81.618,28.623,55.995,76.618,-25.38,-26.79
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18538__2017-09-13__ea817d6aa3.wav,44100,1,107.874,3,83.742,107.874,24.132,86.742,106.615,-25.7,-27.18
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18539__2017-09-16__286bd51ef7.wav,44100,1,84.132,1,0.0,60.0,60.0,1.875,60.0,-20.67,-23.05
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18539__2017-09-16__286bd51ef7.wav,44100,1,84.132,2,60.0,84.132,24.132,60.0,82.992,-20.67,-23.05
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,1,0.0,10.75,10.75,1.875,5.75,-20.42,-24.14
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,2,43.121,51.746,8.625,46.121,46.746,-18.67,-22.8
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,3,80.492,89.117,8.625,83.492,84.117,-28.15,-29.08
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,4,117.864,136.488,18.624,120.864,131.488,-19.43,-25.27
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,5,149.986,160.611,10.625,152.986,155.611,-21.95,-24.23
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18540__2017-09-18__e54d014911.wav,44100,1,178.089,6,170.359,178.089,7.729,173.359,175.859,-23.55,-25.31
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18541__2017-09-19__ee5a77bdce.wav,44100,1,27.516,1,0.0,27.516,27.516,1.875,23.998,-20.42,-26.21
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18542__2017-09-19__89e6055611.wav,44100,1,117.064,1,0.0,10.75,10.75,1.875,5.75,-20.42,-24.41
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18542__2017-09-19__89e6055611.wav,44100,1,117.064,2,51.245,59.87,8.625,54.245,54.87,-26.45,-27.48
-30.0,Andinobates_daleswansoni/Andinobates_daleswansoni__IAvH-CSA-18543__2017-09-19__b3d6c050b8.wav,44100,1,136.43,1,0.0,10.874,10.874,1.875,5.874,-20.42,-24.23
-30.0,Anura/Anura__IAvH-CSA-00584__1999-09-26__5ef3022e04.wav,44100,1,230.922,1,15.123,75.123,60.0,18.123,75.123,-17.92,-28.87
-30.0,Anura/Anura__IAvH-CSA-00584__1999-09-26__5ef3022e04.wav,44100,1,230.922,2,75.123,135.123,60.0,75.123,135.123,-17.92,-28.87
-30.0,Anura/Anura__IAvH-CSA-00584__1999-09-26__5ef3022e04.wav,44100,1,230.922,3,135.123,195.123,60.0,135.123,195.123,-17.92,-28.87
-30.0,Anura/Anura__IAvH-CSA-00584__1999-09-26__5ef3022e04.wav,44100,1,230.922,4,195.123,223.605,28.482,195.123,218.605,-17.92,-28.87
-30.0,Anura/Anura__IAvH-CSA-00584__1999-09-26__5ef3022e04.wav,44100,1,230.922,5,224.479,230.922,6.442,227.479,230.854,-20.74,-25.07
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,1,51.495,64.37,12.875,54.495,59.37,-16.59,-23.67
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,2,76.118,84.993,8.875,79.118,79.993,-25.86,-27.75
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,3,187.233,196.233,9.0,190.233,191.233,-21.3,-24.53
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,4,198.357,207.107,8.75,201.357,202.107,-22.71,-25.04
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,5,208.356,218.731,10.375,211.356,213.731,-23.58,-26.49
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,6,249.852,262.852,13.0,252.852,257.852,-25.74,-27.56
-30.0,Anura/Anura__IAvH-CSA-11075__2000-01-14__20585d4b3e.wav,44100,2,339.106,7,280.099,339.106,59.007,283.099,336.095,-14.12,-20.26
-30.0,Anura/Anura__IAvH-CSA-14963__2018-10-17__1b316eabe0.wav,96000,1,41.131,1,0.0,41.131,41.131,0.125,41.125,-18.06,-26.46
-30.0,Anura/Anura__IAvH-CSA-18685__2018-11-05__6382842737.wav,44100,1,960.946,1,0.0,10.25,10.25,1.0,5.25,-20.74,-25.01
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,1,0.0,60.0,60.0,0.0,60.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,2,60.0,120.0,60.0,60.0,120.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,3,120.0,180.0,60.0,120.0,180.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,4,180.0,240.0,60.0,180.0,240.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,5,240.0,300.0,60.0,240.0,300.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,6,300.0,360.0,60.0,300.0,360.0,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20100__2018-09-15__b808728e3d.wav,44100,1,365.306,7,360.0,365.306,5.306,360.0,364.342,-15.96,-24.87
-30.0,Anura/Anura__IAvH-CSA-20101__2018-09-18__7fc682eee7.wav,44100,1,43.298,1,0.0,43.298,43.298,0.0,42.496,-10.97,-22.67
-30.0,Anura/Anura__IAvH-CSA-20102__2018-09-18__def61d4a5a.wav,44100,1,84.674,1,0.0,60.0,60.0,0.0,60.0,-10.15,-23.02
-30.0,Anura/Anura__IAvH-CSA-20102__2018-09-18__def61d4a5a.wav,44100,1,84.674,2,60.0,84.674,24.674,60.0,83.867,-10.15,-23.02
-30.0,Anura/Anura__IAvH-CSA-20104__2018-09-18__0b2eb88bca.wav,44100,1,79.374,1,0.0,10.0,10.0,0.0,5.0,-20.06,-23.58
-30.0,Anura/Anura__IAvH-CSA-20104__2018-09-18__0b2eb88bca.wav,44100,1,79.374,2,30.997,39.747,8.75,33.997,34.747,-26.97,-28.32
-30.0,Anura/Anura__IAvH-CSA-20104__2018-09-18__0b2eb88bca.wav,44100,1,79.374,3,46.62,61.62,14.999,49.62,56.62,-24.41,-27.75
-30.0,Anura/Anura__IAvH-CSA-20105__2018-09-18__fbf90a04d9.wav,44100,1,52.466,1,0.0,10.0,10.0,0.0,5.0,-20.68,-23.78
-30.0,Anura/Anura__IAvH-CSA-20106__2018-09-18__191869cfc0.wav,44100,1,46.063,1,0.0,46.063,46.063,0.0,45.121,-12.11,-24.99
-30.0,Anura/Anura__IAvH-CSA-20107__2018-09-18__454766a3a4.wav,44100,1,46.436,1,0.0,9.875,9.875,0.0,4.875,-20.68,-24.06
-30.0,Anura/Anura__IAvH-CSA-20107__2018-09-18__454766a3a4.wav,44100,1,46.436,2,15.748,24.498,8.75,18.748,19.498,-25.93,-26.98
-30.0,Anura/Anura__IAvH-CSA-20107__2018-09-18__454766a3a4.wav,44100,1,46.436,3,28.872,39.247,10.375,31.872,34.247,-20.36,-24.85
-30.0,Anura/Anura__IAvH-CSA-20302__2022-07-28__f543d5605f.wav,48000,1,135.915,1,0.0,60.0,60.0,0.875,60.0,-19.02,-27.95
-30.0,Anura/Anura__IAvH-CSA-20302__2022-07-28__f543d5605f.wav,48000,1,135.915,2,60.0,120.0,60.0,60.0,120.0,-19.02,-27.95
-30.0,Anura/Anura__IAvH-CSA-20302__2022-07-28__f543d5605f.wav,48000,1,135.915,3,120.0,126.625,6.625,120.0,121.625,-19.02,-27.95
-30.0,Anura/Anura__IAvH-CSA-20302__2022-07-28__f543d5605f.wav,48000,1,135.915,4,127.625,135.915,8.29,130.625,135.625,-17.33,-22.26
-30.0,Anura/Anura__IAvH-CSA-34377__2017-03-07__2ff3753b5b.wav,44100,1,85.686,1,0.25,60.25,60.0,3.25,60.25,-11.86,-23.86
-30.0,Anura/Anura__IAvH-CSA-34377__2017-03-07__2ff3753b5b.wav,44100,1,85.686,2,60.25,85.686,25.437,60.25,85.617,-11.86,-23.86
-30.0,Anura/Anura__IAvH-CSA-34379__2017-03-08__939acb1050.wav,44100,1,61.006,1,0.0,60.0,60.0,0.875,60.0,-11.83,-22.96
-30.0,Anura/Anura__IAvH-CSA-34379__2017-03-08__939acb1050.wav,44100,1,61.006,2,60.0,61.006,1.006,60.0,60.994,-11.83,-22.96
-30.0,Atelopus_ardila/Atelopus_ardila__IAvH-CSA-15997____c09b25bc39.wav,44100,1,101.132,1,28.497,88.497,60.0,31.497,88.497,-16.18,-26.85
-30.0,Atelopus_ardila/Atelopus_ardila__IAvH-CSA-15997____c09b25bc39.wav,44100,1,101.132,2,88.497,101.132,12.635,88.497,98.741,-16.18,-26.85
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34148__2018-06-30__6da0e1e593.wav,44100,1,49.393,1,0.0,49.393,49.393,1.0,48.246,-15.58,-23.16
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34149__2018-06-30__8e2e8bc752.wav,44100,1,61.795,1,0.0,60.0,60.0,1.0,56.87,-7.45,-24.05
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34149__2018-06-30__8e2e8bc752.wav,44100,1,61.795,2,60.0,61.795,1.795,60.0,56.87,-7.45,-24.05
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34150__2018-06-30__5a2573e0d3.wav,44100,1,58.922,1,0.0,17.249,17.249,1.0,12.249,-16.22,-22.62
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34150__2018-06-30__5a2573e0d3.wav,44100,1,58.922,2,21.248,58.922,37.674,24.248,57.87,-11.84,-23.12
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34151__2018-06-30__68180d499b.wav,44100,1,53.641,1,0.0,53.641,53.641,1.0,52.495,-5.97,-19.25
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34152__2018-06-30__6c370aca43.wav,44100,1,54.173,1,0.0,54.173,54.173,1.0,52.495,-8.09,-21.7
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34153__2018-06-30__77bc344a70.wav,44100,1,41.159,1,0.0,16.499,16.499,1.0,11.499,-13.96,-22.39
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34154__2018-06-30__9ed264bcab.wav,44100,1,34.338,1,0.0,34.338,34.338,1.0,33.122,-15.04,-25.63
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34155__2018-06-30__8f97ed0e72.wav,44100,1,38.375,1,0.0,38.375,38.375,1.0,37.497,-11.02,-23.29
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34156__2018-06-30__d7dd3da275.wav,44100,1,26.904,1,0.0,20.999,20.999,1.0,15.999,-10.65,-23.06
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34157__2018-06-30__bdd33d2ef2.wav,44100,1,34.654,1,0.0,34.654,34.654,1.0,33.247,-10.29,-22.7
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34158__2018-06-30__d040ab560d.wav,44100,1,51.122,1,0.0,51.122,51.122,1.0,47.121,-12.61,-27.95
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34159__2018-06-30__eff85f870c.wav,44100,1,47.141,1,0.0,10.25,10.25,1.0,5.25,-20.1,-24.16
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34160__2018-06-30__6b079835bb.wav,44100,1,38.654,1,0.0,38.654,38.654,1.0,37.747,-10.62,-23.56
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34161__2018-06-30__8854363e1e.wav,44100,1,38.53,1,0.0,38.53,38.53,1.0,37.622,-10.64,-22.85
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34162__2018-06-30__8d88b31951.wav,44100,1,64.67,1,0.0,13.874,13.874,1.0,8.874,-16.39,-23.25
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34162__2018-06-30__8d88b31951.wav,44100,1,64.67,2,36.371,64.67,28.299,39.371,62.494,-9.95,-26.58
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34163__2018-06-30__064bef1177.wav,44100,1,29.69,1,0.0,29.69,29.69,1.0,27.997,-10.4,-23.91
-30.0,Atelopus_laetissimus/Atelopus_laetissimus__IAvH-CSA-34164__2018-06-30__717e8b570a.wav,44100,1,16.349,1,0.0,16.349,16.349,1.0,12.999,-12.37,-22.22
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,1,0.0,13.874,13.874,0.0,8.874,-13.9,-18.02
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,2,14.623,23.248,8.625,17.623,18.248,-14.91,-17.75
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,3,29.122,37.747,8.625,32.122,32.747,-14.57,-17.87
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,4,39.621,48.246,8.625,42.621,43.246,-15.81,-18.29
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,5,50.495,59.245,8.75,53.495,54.245,-15.17,-19.66
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,6,67.994,76.744,8.75,70.994,71.744,-17.92,-22.29
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,7,91.616,104.741,13.125,94.616,99.741,-15.14,-21.17
-30.0,Atelopus_mittermeieri/Atelopus_mittermeieri__IAvH-CSA-15996__2008-05-19__20f5cc74be.wav,44100,1,135.22,8,110.365,135.22,24.855,113.365,131.613,-13.17,-18.48
-30.0,Atelopus_nicefori/Atelopus_nicefori__IAvH-CSA-16755____a0f180d058.wav,44100,1,68.145,1,2.5,12.874,10.375,5.5,7.874,-19.68,-23.64
-30.0,Atelopus_nicefori/Atelopus_nicefori__IAvH-CSA-16755____a0f180d058.wav,44100,1,68.145,2,13.623,65.994,52.371,16.623,60.994,-5.21,-24.77
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15998__1972-06-17__ac55718e5e.wav,44100,1,94.797,1,0.0,24.623,24.623,2.625,19.623,-11.14,-22.17
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15998__1972-06-17__ac55718e5e.wav,44100,1,94.797,2,25.622,34.622,9.0,28.622,29.622,-25.38,-27.9
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15998__1972-06-17__ac55718e5e.wav,44100,1,94.797,3,38.871,47.746,8.875,41.871,42.746,-18.33,-23.65
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15998__1972-06-17__ac55718e5e.wav,44100,1,94.797,4,57.37,80.118,22.749,60.37,75.118,-14.51,-23.62
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15999__1972-06-17__9621a47a13.wav,44100,1,79.074,1,8.249,37.247,28.998,11.249,32.247,-5.89,-22.03
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15999__1972-06-17__9621a47a13.wav,44100,1,79.074,2,42.996,54.121,11.125,45.996,49.121,-15.72,-19.69
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-15999__1972-06-17__9621a47a13.wav,44100,1,79.074,3,58.494,71.744,13.25,61.494,66.744,-16.66,-23.33
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-17765__1972-06-17__bfae6135c2.wav,44100,1,53.25,1,3.624,18.249,14.624,6.624,13.249,-12.8,-21.64
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-17765__1972-06-17__bfae6135c2.wav,44100,1,53.25,2,18.498,28.498,10.0,21.498,23.498,-19.44,-23.5
-30.0,Atelopus_walkeri/Atelopus_walkeri__IAvH-CSA-17765__1972-06-17__bfae6135c2.wav,44100,1,53.25,3,28.872,50.871,21.999,31.872,45.871,-17.58,-22.97
-30.0,Boana/Boana__IAvH-CSA-18408__2019-01-04__7d73402d35.wav,96000,1,164.356,1,0.0,11.625,11.625,1.0,6.625,-20.34,-25.46
-30.0,Boana/Boana__IAvH-CSA-18408__2019-01-04__7d73402d35.wav,96000,1,164.356,2,136.875,164.356,27.481,139.875,159.875,-25.4,-28.32
-30.0,Boana/Boana__IAvH-CSA-18410__2019-01-04__557a0eedb2.wav,96000,1,105.655,1,0.0,10.0,10.0,1.0,5.0,-20.34,-24.07
-30.0,Boana/Boana__IAvH-CSA-18410__2019-01-04__557a0eedb2.wav,96000,1,105.655,2,36.5,45.0,8.5,39.5,40.0,-25.85,-27.68
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,1,0.0,11.375,11.375,0.0,6.375,-17.97,-23.75
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,2,14.0,30.875,16.875,17.0,25.875,-19.28,-22.93
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,3,33.75,93.75,60.0,36.75,93.75,-23.09,-26.6
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,4,93.75,120.5,26.75,93.75,115.5,-23.09,-26.6
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,5,120.75,143.375,22.625,123.75,138.375,-22.95,-25.46
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,6,144.625,153.125,8.5,147.625,148.125,-22.67,-24.77
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,7,159.5,165.932,6.432,162.5,163.0,-21.44,-23.47
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,1,0.0,13.875,13.875,0.0,8.875,-20.22,-25.81
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,2,15.375,75.375,60.0,18.375,75.375,-18.1,-23.59
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,3,75.375,117.75,42.375,75.375,112.75,-18.1,-23.59
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18227__2018-07-13__40b4d9cc46.wav,48000,1,46.798,1,0.0,14.25,14.25,0.0,9.25,-18.75,-23.05
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18227__2018-07-13__40b4d9cc46.wav,48000,1,46.798,2,16.125,28.875,12.75,19.125,23.875,-22.03,-26.31
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18227__2018-07-13__40b4d9cc46.wav,48000,1,46.798,3,31.75,40.25,8.5,34.75,35.25,-28.97,-29.21
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,1,0.0,8.25,8.25,0.0,3.25,-22.91,-27.17
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,2,29.0,37.5,8.5,32.0,32.5,-22.7,-24.77
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,3,43.125,58.5,15.375,46.125,53.5,-23.21,-25.72
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,4,63.125,88.0,24.875,66.125,83.0,-21.88,-24.46
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,5,93.125,101.625,8.5,96.125,96.625,-22.06,-24.13
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,6,104.0,164.0,60.0,107.0,164.0,-19.81,-23.78
-30.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,7,164.0,170.759,6.759,164.0,167.875,-19.81,-23.78
