threshold_dbfs,file,sample_rate,channels,audio_duration_sec,event_index,event_start_sec,event_end_sec,event_duration_sec,active_start_sec,active_end_sec,rms_max_dbfs,rms_mean_dbfs
-35.0,Boana/Boana__IAvH-CSA-18408__2019-01-04__7d73402d35.wav,96000,1,164.356,3,120.0,164.356,44.356,120.0,160.875,-20.34,-30.93
-35.0,Boana/Boana__IAvH-CSA-18410__2019-01-04__557a0eedb2.wav,96000,1,105.655,1,0.0,36.375,36.375,1.0,31.375,-20.34,-31.39
-35.0,Boana/Boana__IAvH-CSA-18410__2019-01-04__557a0eedb2.wav,96000,1,105.655,2,36.5,80.875,44.375,39.5,75.875,-25.85,-30.36
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,1,0.0,12.0,12.0,0.0,7.0,-17.97,-24.6
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,2,14.0,74.0,60.0,17.0,74.0,-19.28,-25.67
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,3,74.0,134.0,60.0,74.0,134.0,-19.28,-25.67
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,4,134.0,153.125,19.125,134.0,148.125,-19.28,-25.67
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18225__2018-07-13__d4dc506687.wav,48000,1,165.932,5,159.5,165.932,6.432,162.5,163.0,-21.44,-23.47
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,1,0.0,14.0,14.0,0.0,9.0,-20.22,-27.12
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,2,15.375,75.375,60.0,18.375,75.375,-18.1,-26.62
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,3,75.375,124.75,49.375,75.375,119.75,-18.1,-26.62
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18226__2018-07-13__6995a486cc.wav,48000,1,138.683,4,129.875,138.375,8.5,132.875,133.375,-24.5,-26.88
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18227__2018-07-13__40b4d9cc46.wav,48000,1,46.798,1,0.0,14.25,14.25,0.0,9.25,-18.75,-24.83
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18227__2018-07-13__40b4d9cc46.wav,48000,1,46.798,2,16.0,40.375,24.375,19.0,35.375,-22.03,-30.64
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,1,0.0,8.25,8.25,0.0,3.25,-22.91,-27.48
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,2,22.25,82.25,60.0,25.25,82.25,-19.81,-23.98
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,3,82.25,142.25,60.0,82.25,142.25,-19.81,-23.98
-35.0,Boana_boans/Boana_boans__IAvH-CSA-18228__2018-07-13__acae70c181.wav,48000,1,170.759,4,142.25,170.759,28.509,142.25,167.875,-19.81,-23.98
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,1,0.0,60.0,60.0,2.125,56.495,-17.07,-22.47
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,2,60.0,61.495,1.495,60.0,56.495,-17.07,-22.47
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34365__2017-02-16__c3095f3a81.wav,44100,1,118.238,3,62.619,118.238,55.619,65.619,118.114,-18.16,-26.91
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,1,0.0,60.0,60.0,0.875,60.0,-12.15,-26.09
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,2,60.0,120.0,60.0,60.0,120.0,-12.15,-26.09
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34370__2017-02-17__799c1ced12.wav,44100,1,140.919,3,120.0,140.919,20.919,120.0,140.862,-12.15,-26.09
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,1,14.498,27.498,13.0,17.498,22.498,-19.02,-24.15
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,2,52.995,61.62,8.625,55.995,56.62,-20.92,-25.67
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,3,107.115,115.74,8.625,110.115,110.74,-20.83,-25.43
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34371__2017-02-17__2b133bb592.wav,44100,1,179.956,4,126.738,179.956,53.218,129.738,179.859,-20.96,-25.88
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,1,1.125,32.748,31.623,4.125,27.748,-19.38,-25.42
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,2,33.622,43.622,10.0,36.622,38.622,-19.69,-25.35
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,3,47.62,60.245,12.625,50.62,55.245,-19.08,-24.84
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,4,69.368,77.993,8.625,72.368,72.993,-19.19,-25.27
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,5,81.742,90.367,8.625,84.742,85.367,-19.42,-24.57
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,6,91.241,109.741,18.499,94.241,104.741,-18.63,-24.46
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,7,116.864,176.864,60.0,119.864,176.864,-18.08,-26.94
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34372__2017-02-18__0b85c638f3.wav,44100,1,215.96,8,176.864,215.96,39.096,176.864,215.73,-18.08,-26.94
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,1,0.0,60.0,60.0,2.875,60.0,-18.13,-27.2
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,2,60.0,120.0,60.0,60.0,120.0,-18.13,-27.2
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,3,120.0,180.0,60.0,120.0,180.0,-18.13,-27.2
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34373__2017-02-18__23993116d1.wav,44100,1,180.888,4,180.0,180.888,0.888,180.0,180.734,-18.13,-27.2
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34375__2017-03-04__15870aaabc.wav,44100,1,87.66,1,31.872,87.66,55.788,34.872,87.617,-3.97,-26.27
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34384__2017-03-18__7aa72bbafe.wav,44100,1,107.776,1,0.0,60.0,60.0,0.75,60.0,-8.91,-22.91
-35.0,Boana_boans/Boana_boans__IAvH-CSA-34384__2017-03-18__7aa72bbafe.wav,44100,1,107.776,2,60.0,107.776,47.776,60.0,107.74,-8.91,-22.91
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34265__2020-12-09__2e81e1c34e.wav,48000,1,63.851,1,0.0,60.0,60.0,1.375,60.0,-16.57,-24.39
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34265__2020-12-09__2e81e1c34e.wav,48000,1,63.851,2,60.0,63.851,3.851,60.0,63.75,-16.57,-24.39
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34268__2020-12-09__a27cebe8a1.wav,48000,1,93.641,1,11.5,71.5,60.0,14.5,71.5,-15.6,-24.31
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34268__2020-12-09__a27cebe8a1.wav,48000,1,93.641,2,71.5,93.641,22.141,71.5,93.625,-15.6,-24.31
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34272__2020-12-13__739a1eee81.wav,48000,1,70.2,1,0.0,60.0,60.0,0.875,60.0,-16.89,-27.8
-35.0,Boana_platanera/Boana_platanera__IAvH-CSA-34272__2020-12-13__739a1eee81.wav,48000,1,70.2,2,60.0,70.2,10.2,60.0,70.125,-16.89,-27.8
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,1,0.0,8.375,8.375,0.0,3.375,-22.91,-27.31
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,2,12.125,72.125,60.0,15.125,72.125,-14.93,-29.83
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18216__2018-07-11__2bd61197ca.wav,48000,1,97.322,3,72.125,97.322,25.197,72.125,93.125,-14.93,-29.83
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18219__2018-07-13__af42e9a9c1.wav,48000,1,59.849,1,0.0,27.125,27.125,0.0,22.125,-11.9,-27.81
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18219__2018-07-13__af42e9a9c1.wav,48000,1,59.849,2,41.125,59.849,18.724,44.125,58.625,-24.34,-28.46
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,1,0.0,8.25,8.25,0.0,3.25,-22.91,-27.23
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,2,22.125,31.0,8.875,25.125,26.0,-24.26,-27.61
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,3,42.25,53.5,11.25,45.25,48.5,-23.74,-28.61
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,4,58.875,70.875,12.0,61.875,65.875,-19.46,-26.44
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,5,85.375,93.875,8.5,88.375,88.875,-31.65,-33.27
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18220__2018-07-14__7a58bed0d0.wav,48000,1,124.294,6,101.375,123.5,22.125,104.375,118.5,-16.82,-26.31
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,1,0.0,30.875,30.875,0.0,25.875,-21.83,-29.92
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18223__2018-07-13__110bbb9445.wav,48000,1,76.956,2,33.0,76.956,43.956,36.0,75.625,-24.2,-28.98
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,1,0.0,8.375,8.375,0.0,3.375,-21.94,-25.75
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,2,12.875,29.375,16.5,15.875,24.375,-22.84,-26.41
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18233__2018-07-17__b59796ba2a.wav,48000,1,78.273,3,32.875,75.375,42.5,35.875,70.375,-20.17,-25.32
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18278__2018-07-08__184ecce2c5.wav,44100,1,70.466,1,0.0,60.0,60.0,1.0,60.0,-16.53,-27.47
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18278__2018-07-08__184ecce2c5.wav,44100,1,70.466,2,60.0,70.466,10.466,60.0,68.619,-16.53,-27.47
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,1,0.0,10.375,10.375,1.0,5.375,-20.59,-26.07
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,2,14.75,74.75,60.0,17.75,74.75,-16.51,-23.22
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,3,74.75,107.25,32.5,74.75,102.25,-16.51,-23.22
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,4,109.75,169.75,60.0,112.75,166.25,-16.47,-27.48
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,5,169.75,171.25,1.5,169.75,166.25,-16.47,-27.48
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,6,175.625,235.625,60.0,178.625,235.625,-19.55,-31.45
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-18280__2018-07-08__64402d2f33.wav,48000,1,263.016,7,235.625,263.016,27.391,235.625,261.625,-19.55,-31.45
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,1,0.0,60.0,60.0,0.875,60.0,-11.64,-26.0
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,2,60.0,120.0,60.0,60.0,120.0,-11.64,-26.0
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20267__2020-01-18__09bb28d64c.wav,44100,1,123.931,3,120.0,123.931,3.931,120.0,123.864,-11.64,-26.0
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20273__2020-10-31__539cd7d016.wav,48000,1,103.558,1,0.0,60.0,60.0,0.875,60.0,-13.9,-25.81
-35.0,Boana_pugnax/Boana_pugnax__IAvH-CSA-20273__2020-10-31__539cd7d016.wav,48000,1,103.558,2,60.0,103.558,43.558,60.0,103.5,-13.9,-25.81
-35.0,Boana_rosenbergi/Boana_rosenbergi__IAvH-CSA-20268__2020-01-22__8eca0d45a2.wav,44100,1,116.381,1,0.0,60.0,60.0,0.875,60.0,-16.15,-23.9
-35.0,Boana_rosenbergi/Boana_rosenbergi__IAvH-CSA-20268__2020-01-22__8eca0d45a2.wav,44100,1,116.381,2,60.0,116.381,56.381,60.0,116.364,-16.15,-23.9
-35.0,Centrolene_antioquiense/Centrolene_antioquiense__IAvH-CSA-01448__2017-09-17__59d1a3fbf9.wav,44100,1,358.8,1,351.718,358.8,7.082,354.718,358.218,-20.4,-25.18
-35.0,Centrolene_antioquiense/Centrolene_antioquiense__IAvH-CSA-01449__2017-09-17__92d6b18be0.wav,44100,1,429.199,1,421.586,429.199,7.612,424.586,428.211,-20.37,-25.3
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34233__2018-05-03__0ca2984392.wav,44100,1,78.701,1,0.0,10.0,10.0,0.0,5.0,-19.92,-25.6
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34233__2018-05-03__0ca2984392.wav,44100,1,78.701,2,15.123,31.498,16.374,18.123,26.498,-22.77,-30.56
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34233__2018-05-03__0ca2984392.wav,44100,1,78.701,3,40.746,78.701,37.955,43.746,78.243,-22.0,-30.12
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34234__2018-05-04__96f1ee324f.wav,44100,1,97.714,1,0.0,60.0,60.0,0.0,60.0,-19.92,-30.24
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34234__2018-05-04__96f1ee324f.wav,44100,1,97.714,2,60.0,97.714,37.714,60.0,97.241,-19.92,-30.24
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34235__2018-05-04__6f157a62b5.wav,44100,1,76.817,1,0.0,10.125,10.125,0.0,5.125,-19.92,-26.18
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34235__2018-05-04__6f157a62b5.wav,44100,1,76.817,2,36.871,76.817,39.945,39.871,76.243,-23.93,-30.08
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34236__2018-05-05__ad414d86f3.wav,44100,1,82.085,1,0.0,10.25,10.25,0.0,5.25,-19.92,-26.47
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34236__2018-05-05__ad414d86f3.wav,44100,1,82.085,2,38.871,82.085,43.214,41.871,81.368,-20.77,-29.77
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,1,0.0,60.0,60.0,0.0,60.0,-19.92,-30.06
-35.0,Centrolene_huilensis/Centrolene_huilensis__IAvH-CSA-34237__2018-05-04__5a0d7ffb3c.wav,44100,1,80.267,2,60.0,80.267,20.267,60.0,79.618,-19.92,-30.06
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18012__2015-10-01__686bb18ede.wav,44100,1,11.434,1,0.0,11.434,11.434,0.0,9.874,-12.99,-24.07
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,1,0.0,9.25,9.25,0.0,4.25,-22.5,-28.83
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,2,26.122,34.747,8.625,29.122,29.747,-17.96,-20.29
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,3,40.871,49.496,8.625,43.871,44.496,-17.9,-19.92
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,4,54.995,63.62,8.625,57.995,58.62,-21.93,-23.6
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18013__2015-10-01__7dbf36df85.wav,44100,1,71.243,5,66.619,71.243,4.625,69.619,70.244,-22.66,-23.98
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,1,0.0,13.374,13.374,0.0,8.374,-23.22,-27.62
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,2,29.497,38.122,8.625,32.497,33.122,-25.28,-27.2
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18014__2015-10-01__c004b783e2.wav,44100,1,74.742,3,56.62,74.742,18.123,59.62,71.619,-20.93,-29.6
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18015__2015-10-01__62506f7cfa.wav,44100,1,106.815,1,0.0,18.124,18.124,0.0,13.124,-22.67,-29.5
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18015__2015-10-01__62506f7cfa.wav,44100,1,106.815,2,33.247,41.872,8.625,36.247,36.872,-28.35,-29.19
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18015__2015-10-01__62506f7cfa.wav,44100,1,106.815,3,77.368,86.493,9.125,80.368,81.493,-25.89,-31.38
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18015__2015-10-01__62506f7cfa.wav,44100,1,106.815,4,89.492,104.991,15.499,92.492,99.991,-24.48,-28.66
-35.0,Centrolene_quindianum/Centrolene_quindianum__IAvH-CSA-18016__2015-10-01__eba029801e.wav,44100,1,46.581,1,0.0,46.581,46.581,0.0,43.871,-19.89,-29.95
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,1,55.62,64.495,8.875,58.62,59.495,-30.71,-32.21
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,2,65.369,74.119,8.75,68.369,69.119,-31.22,-33.57
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,3,75.743,89.742,13.999,78.743,84.742,-21.55,-31.46
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,4,97.866,107.616,9.75,100.866,102.616,-20.72,-28.78
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,5,181.358,190.108,8.75,184.358,185.108,-30.5,-31.74
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,6,191.107,199.857,8.75,194.107,194.857,-31.16,-33.55
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,7,201.606,215.106,13.5,204.606,210.106,-21.54,-31.28
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,8,223.604,233.354,9.75,226.604,228.354,-20.85,-28.79
-35.0,Centrolene_robledoi/Centrolene_robledoi__IAvH-CSA-01453__2016-11-26__eefa37e609.wav,44100,1,252.527,9,244.978,252.527,7.549,247.978,251.727,-20.57,-25.56
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20338__2022-04-03__1c3d0df194.wav,44100,1,98.489,1,0.0,60.0,60.0,1.0,60.0,-11.16,-21.82
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20338__2022-04-03__1c3d0df194.wav,44100,1,98.489,2,60.0,98.489,38.489,60.0,98.366,-11.16,-21.82
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,1,0.0,60.0,60.0,0.875,60.0,-12.43,-23.56
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,2,60.0,120.0,60.0,60.0,120.0,-12.43,-23.56
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20339__2022-04-16__ee94426bf7.wav,44100,1,125.693,3,120.0,125.693,5.693,120.0,125.614,-12.43,-23.56
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20340__2022-04-16__ada09162cd.wav,44100,1,107.434,1,0.0,60.0,60.0,0.875,60.0,-12.39,-22.89
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20340__2022-04-16__ada09162cd.wav,44100,1,107.434,2,60.0,107.434,47.434,60.0,107.365,-12.39,-22.89
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20341__2022-04-16__f6e2dc3414.wav,44100,1,104.212,1,0.0,60.0,60.0,0.875,60.0,-11.92,-22.78
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20341__2022-04-16__f6e2dc3414.wav,44100,1,104.212,2,60.0,104.212,44.212,60.0,104.116,-11.92,-22.78
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20342__2022-04-16__2e524b4c87.wav,44100,1,111.5,1,0.0,60.0,60.0,0.875,60.0,-12.84,-23.91
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20342__2022-04-16__2e524b4c87.wav,44100,1,111.5,2,60.0,111.5,51.5,60.0,111.49,-12.84,-23.91
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20343__2022-04-16__5a44d8aa36.wav,44100,1,110.192,1,0.0,60.0,60.0,0.875,60.0,-10.05,-22.97
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20343__2022-04-16__5a44d8aa36.wav,44100,1,110.192,2,60.0,110.192,50.192,60.0,110.115,-10.05,-22.97
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20344__2022-04-16__603c67deb6.wav,44100,1,117.278,1,0.0,60.0,60.0,0.875,60.0,-9.41,-21.99
-35.0,Ceratophrys_calcarata/Ceratophrys_calcarata__IAvH-CSA-20344__2022-04-16__603c67deb6.wav,44100,1,117.278,2,60.0,117.278,57.278,60.0,117.239,-9.41,-21.99
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,1,0.0,60.0,60.0,1.0,60.0,-16.91,-26.65
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,2,60.0,120.0,60.0,60.0,120.0,-16.91,-26.65
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-00690__2018-08-05__93bf7dc9be.wav,48000,1,169.817,3,120.0,169.817,49.817,120.0,169.75,-16.91,-26.65
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-09325__2019-03-03__1ff7ae5653.wav,48000,1,127.716,1,0.0,60.0,60.0,1.0,60.0,-14.42,-33.32
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-09325__2019-03-03__1ff7ae5653.wav,48000,1,127.716,2,60.0,116.25,56.25,60.0,111.25,-14.42,-33.32
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-09325__2019-03-03__1ff7ae5653.wav,48000,1,127.716,3,118.0,127.716,9.716,121.0,126.125,-26.04,-32.13
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11023__2000-01-09__c3ee3eb5cf.wav,44100,2,165.92,1,0.0,16.374,16.374,1.125,11.374,-21.9,-30.43
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11023__2000-01-09__c3ee3eb5cf.wav,44100,2,165.92,2,112.115,165.92,53.805,115.115,162.61,-15.41,-22.41
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,1,0.0,7.5,7.5,0.5,2.5,-28.48,-31.22
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,2,103.365,163.365,60.0,106.365,163.365,-22.87,-29.35
-35.0,Dendropsophus_molitor/Dendropsophus_molitor__IAvH-CSA-11074__2000-01-13__961980ffe5.wav,44100,2,201.373,3,163.365,201.373,38.008,163.365,196.732,-22.87,-29.35
-35.0,Leucostethus_fraterdanieli/Leucostethus_fraterdanieli__IAvH-CSA-18683__2018-09-02__938c2bc13a.wav,44100,1,11.359,1,0.0,11.359,11.359,1.0,10.374,-17.92,-22.6
-35.0,Phyllobates_bicolor/Phyllobates_bicolor__IAvH-CSA-34257__2018-07-01__80fa5b27a1.wav,44100,1,8.936,1,0.0,8.936,8.936,0.0,7.874,-18.56,-24.7
-30.0,Allobates_cepedai/Allobates_cepedai__IAvH-CSA-15981__2014-05-13__cf0f2093d1.wav,44100,1,222.359,1,0.0,48.371,48.371,0.0,43.371,-15.62,-18.13
